ID,Esai
132,"""1. Pengalaman belajar yang menurut saya paling berkesan yaitu saat membuat tugas atau project tentang hal yang saya suka. contohnya saat tugas pembelajaran pemrograman website sekitar 1-2 bulan lalu dari hari ini, tugas yang diberikan yaitu membuat multimedia dari sesuatu yang disuka, nah karena yang saya suka yaitu idol grup JKT48 jadi, saya membuat penjelasan tentang idol grup tersebut dan memasukkan lagu-lagu original dan yang di cover. yang saya rasakan saat itu adalah saya merasa sangat senang bisa membuat tentang apa yang suka.

2. Saya dapat memahami dengan sering-sering latihan materi tersebut agar faham. jadi jika ada materi saya akan mengulang-ngulang membaca nya jika belum faham, dan serin-sering melihat tentang hal tersebut agar tidak lupa.

3. Metode atau teknik yang saya gunakan untuk memahami materi yaitu dengan mengulang ngulang materi tersebut sampai faham namun jika masih belum faham, saya akan menanyakan tentang materi tersebut ke orang yang lebih faham atau sudah faham. Saya memilih metode tersebut karena saya sudah menggunakan metode 
tersebut dari sekolah dasar.

4. Media yang paling saya sukai yaitu bisa dengan penjelasan dari orang lain atau melihat video yang berhubungan dengan apa yang ingin dilakukan lalu saya mecoba mempraktikkannya. Saya menggunakan media tersebut karena saya merasa cocok dengan media tersebut."""
133,"""1.Tidak Ada
2.Untuk memahami materi melalui mendengarkan, saya fokus pada sumber suara, memberikan perhatian penuh, mencatat poin penting, dan mengulang materi dengan mendengarkan kembali atau berdiskusi. Langkah ini membantu memperkuat pemahaman
3.Dengan cara mendengarkan dan melihat langsung apa yang disampaikan oleh guru lalu mempraktekannya jika salah akan mencoba lagi
4.Media yang paling saya sukai adalah video pembelajaran, seperti dari YouTube atau platform e-learning. Melalui video, saya bisa langsung melihat penjelasan visual, seperti diagram atau animasi, sekaligus mendengarkan penjelasan dari narator. Kombinasi ini memudahkan saya memahami materi dengan lebih cepat dan mendalam, terutama untuk konsep yang kompleks"""
134,"""1. Yang berkesan yaitu belajar dengan metode berdiskusi dengan teman
2. Bertanya Kepada teman yang sudah paham materi nya
3. Melihat vidio dan mendengar penjelasan dari teman yang sudah tau
4. Media vidio Karena kalau melihat vidio lebih paham dengan penjelasannya"""
135,"""Awalnya, saya merasa sangat kesulitan memahami logika pemrograman, terutama bahasa pemrograman seperti C++ dan Java. Namun, setelah mengikuti beberapa latihan dan berusaha mengerjakan proyek kecil, saya mulai merasa ada kemajuan.

saya biasanya memulai dengan memahami teori dasar terlebih dahulu, seperti konsep algoritma, struktur data, dan logika pemrograman. Setelah itu, saya akan langsung menerapkan konsep-konsep tersebut dengan membuat program kecil.

Metode yang saya gunakan untuk memahami materi adalah learning by doing. Saya lebih suka langsung mempraktikkan materi yang telah dipelajari dengan menulis kode atau membangun aplikasi sederhana.

 Saya lebih suka video karena memungkinkan saya untuk melihat proses langsung, mulai dari penjelasan teori hingga penerapan kode."""
136,"""1.pengalaman belajar yang paling berkesan di hidup saya adalah ketika orang yang mempresentasikan atau mengajarkan sesuatu dapat menjelaskan efek positif dan negatif dari hal tersebut, contoh atau simulasi nyata jika kita menguasai hal tersebut dan menyertakan grafik yang berisi data contoh nya apakah hal tersebut dapat bertahan dalam jangka waktu yang lama, seberapa besar orang yang akan terbantu jika kita memperlajari hal tersebut. 

2.cara saya memahami suatu materi adalah dengan melakukan pengamatan,mendengarkan dari seorang praktisi, membuat, memodifikasi dan menguji coba apakah saya sudah berhasil menguasai materi tersebut atau tidak, jika belum maka saya akan mengulangi tahap tersebut dari melakukan pengamatan hingga menguji cobanya

3.saya memilih metode tersebut (nomor 2) karena saya jadi lebih mudah dan efisien dalam memahami materi tersebut

4.saya lebih suka belajar dengan media video karena biasanya didalam sebuah video saya dapat melihat cara seorang praktisi sedang menjelaskan dan mempraktekkan materi yang akan saya pelajari"""
137,"""1. pengalaman belajar saya yang paling berkesan adalah pengalaman belajar metode praktek
2. dengan cara menanyakan kepada guru jika tidak paham dengan materi
3. teknik bertanya
4. belajar dengan memutar musik"""
138,"""1. Pengalaman belajar saya yang paling berkesan yaitu pada saat produktif/praktek di lab, karena pulangnya lebih cepat
2. Saya dapat memahami materi dengan cara melihat contoh, membaca langkah²nya, dan mencobanya secara langsung
3. Metode belajar saya yaitu membaca dan mendengar kan penjelasan dari pengajar, karena dengan metode tersebut saya bisa lebih mudah untuk memahami materi
4. Media belajar saya, melihat video² langkah² dari sosial media, karena bisa lebih mudah untuk memahami dan videonya dapat disimpan untuk dilihat kembali"""
139,"""Pengalaman belajar yang paling berkesan bagi saya terjadi saat saya mengikuti ujian akhir semester. Saat itu, saya merasa sangat gugup karena mata kuliah yang saya ambil cukup sulit. Namun, setelah mempersiapkan diri dengan matang dan melalui proses belajar yang terstruktur, saya merasa puas dengan hasilnya. Rasanya sangat memuaskan ketika melihat nilai yang baik, karena saya tahu usaha saya selama ini membuahkan hasil.

Untuk memahami materi yang saya pelajari, saya sering menggunakan metode mengulang materi secara berkala. Saya memecah materi menjadi bagian-bagian kecil agar tidak merasa terbebani. Setiap kali belajar, saya memastikan untuk mencatat poin-poin penting dan mendiskusikannya dengan teman-teman agar lebih mudah dipahami. Pendekatan ini membantu saya memahami dengan lebih baik, karena saya dapat melihat materi dari berbagai sudut pandang.

Strategi pembelajaran yang saya gunakan adalah pembelajaran aktif dan kolaboratif. Saya lebih suka berdiskusi dengan teman-teman untuk mendalami topik tertentu, karena melalui diskusi, saya dapat mengajukan pertanyaan dan memperjelas konsep yang belum saya pahami. Selain itu, saya juga sering menggunakan soal latihan untuk menguji pemahaman saya, sehingga saya tahu sejauh mana saya menguasai materi yang telah dipelajari.

Media yang paling sering saya gunakan saat belajar adalah video pembelajaran online. Saya lebih suka media ini karena visual dan penjelasan yang diberikan sangat membantu dalam memahami konsep-konsep yang sulit. Selain itu, video memungkinkan saya untuk belajar kapan saja dan di mana saja, yang memberikan fleksibilitas dalam proses belajar. Dengan video, saya bisa mengulang materi dengan lebih mudah dan lebih cepat sesuai dengan kebutuhan saya."""
140,"""1.Pengalaman belajar yang paling berkesan adalah saat mengerjakan proyek pengembangan aplikasi sederhana di sekolah pemrograman. Saya dan tim diminta membuat aplikasi absensi siswa menggunakan framework tertentu. Awalnya, saya kesulitan memahami cara kerja framework tersebut, terutama dalam menghubungkan backend dan frontend. Namun, melalui eksplorasi dokumentasi, diskusi kelompok, dan mencoba berbagai solusi, kami berhasil menyelesaikan aplikasi tepat waktu. Saya merasa sangat puas karena tidak hanya memahami teknologinya, tetapi juga mendapatkan pengalaman bekerja dalam tim seperti di dunia nyata.
2.Untuk memahami materi di bidang informatika, saya biasanya mempraktikkan langsung konsep yang dipelajari. Misalnya, jika sedang mempelajari algoritma atau struktur data, saya akan mencoba mengimplementasikannya dalam kode menggunakan bahasa pemrograman seperti HTML atau CSS. Langkah pertama saya adalah membaca teori dari buku atau online documentation, kemudian menonton tutorial video, dan akhirnya menulis kode sendiri sambil mengevaluasi hasilnya. Jika mengalami kesulitan, saya mencari solusi di komunitas seperti Stack Overflow.
3.Metode yang sering saya gunakan adalah learning by doing. Dalam bidang informatika, saya percaya bahwa dengan praktik secara langsung adalah cara terbaik untuk memahami konsep.
4.Media yang paling saya sukai dan sering saya gunakan saat belajar adalah komputer. Komputer menjadi pilihan utama karena multifungsi dan sangat relevan untuk bidang informatika.
Alasan utama saya menggunakan komputer adalah kemudahannya dalam mengintegrasikan berbagai aspek pembelajaran. Semua kebutuhan—mulai dari menulis kode, menganalisis data, hingga mengikuti kursus daring—dapat dilakukan dalam satu perangkat. Selain itu, komputer mempermudah saya dalam mempraktikkan konsep informatika secara langsung, yang sangat penting untuk meningkatkan pemahaman dan keterampilan teknis."""
141,"""pengalaman belajar yang paling mengesankan adalah di saat saya membuat projek yang di berikan guru pembimbing kepada saya karena di situ kemampuan dan penjelasan dari guru pembimbing tadi di buktikan walaupun saya kadang kurang paham dengan materi yang di jelaskan tapi saya juga akan berusaha menyelasaikan tugas yang di berikan guru dengan baik 

cara saya memahami materi dengan cepat adalah dengan menjelaskannya secara langsung dan menggunakan media visual seperti layar proyektor karena dengan memberikan contoh materinya akan sangat mudah di pahami karena ada contoh cara penggunaanya,bagaimana caranya dan bagaimana penggunaan nya 

strategi pembelajaran yang sering saya gunakan adalah dengan cara mendengarkan dan melihat materi dengan jelas karena cukup dengan penjelasan yang jelas maka saya akan lebih mudah memahami materi yang di jelaskan oleh guru

media pembelajaran yang paling saya sukai dengan menggunakan layar proyektor karena dengan cara melihat cara/tutorial yang di berikan guru secara langsung membuat saya lebih mudah memahami materi karena dengan melihat apa yang di jelaskan guru menggunakan layar proyektor kita juga bisa melihat atau membuat contoh materi yang di jelaskan secara langsung dengan cara mengikuti penjelasan atau gambar yang muncul dari layar proyektor"""
142,"""1. Pengalaman belajar saya yang berkesan yaitu ketika diberikan kesempatan untuk mencoba sesuatu, dan saya berhasil melakukannya dengan baik. Yang saya rasakan adanya rasa percaya diri untuk kedepannya, rasa bangga, dan senang tentunya.

2. Ketika saya mendapatkan materi dan saya belum paham hal yang saya lakukan yaitu bertanya kepada teman, lalu mencoba-coba sendiri. Jika cara tadi belum berhasil, maka saya akan bertanya kepada guru pengajar.

3. Metode yang saya gunakan untuk memahami materi yaitu mencobanya secara berulang hingga saya hafal cara-cara, dan fungsinya. Kenapa saya memilih metode mengulang?, karena menurut saya pribadi metode tersebut merupakan metode yang paling mudah diterapkan dan efisien kepada saya.

4. Media yang saya sukai ketika belajar yaitu YouTube dan Instagram. Alasan saya menyukai youtube karena hampir segala informasi ada di youtube. Dan alasan saya menyukai instagram yaitu karena banyak hal hal inovatif, dan informasi disana, terlebih kita bisa berinteraksi dengan orang lain"""
143,"""melihat pemateri secara langsung, yang saya rasakan lebih mudah untk belajar

mendengarkan dan melihat pemateri langsung

mendengarkan dan melihat 

hp"""
144,"""1. Pengalaman belajar saya yang paling berkesan tidak terjadi saat saya di SMK, melainkan saat saya masih di SD. Waktu itu, saya mengikuti study tour ke salah satu museum dan saya sangat senang disana karena saya bisa melepas jenuh sekaligus belajar hal-hal baru yang menarik.

2. Saya mempelajari materi yang diberikan dengan cepat ketika diterangkan oleh guru. Karena saya dapat lebih baik menerima materi jika ada yang menjelaskannya kepada saya

3. Saya tidak ada metode sendiri untuk memahami materi-materi yang diberikan. Saya hanya mengingat apa yang diterangkan oleh guru. 

4. Media yang paling saya sukai yaitu video. Karena itu paling engaging dan saya cepat mengerti"""
145,"""Pengalaman belajar yang membuat saya terkesan yaitu pasa saat mata pelajaran yang berkaitan dengan website karena saya sangat menyukai hal yang berbau website.
Untuk pemahaman materi saya biasanya akan mempelajari secara mandiri daripada dijelaskan secara langsung karena hal itu membuat saya menjadi kebingungan.
Metode yang saya sering gunakan untuk memahami materi adalah dengan melihat dan mendengarkan media, dan untuk kefokusan yang lebih mendalam saya biasanya akan menyendiri untuk memfokuskan diri pada apa yang ingin dipelajari.
Saya biasanya menggunakan YouTube untuk membantu mencari referensi dan musik untuk menambah semangat dalam mengerjakan atau mempelajari sesuatu hal."""
146,"""pengalaman: pengalaman belajar paling berkesan adalah saat situasi kondisi tenang karena apa yang saya pelajari lebih mudah dipahami 

cara saya memahami materi yaitu dengan cara mendengarkan penjelasan dan mencari cari informasi lain 

strategi belajar yang sering saya terapkan adalah membaca ulang dan meringkas apa yang sudah saya pelajari, karena dengan cara ini pembelajaran yang saya pelajari lebih mudah dimengerti 

media yang sering saya gunakan untuk belajar yaitu hp, karena dengan hp saya bisa mengakses semua informasi'"""
147,"""
Pengalaman belajar yang paling berkesan bagi saya adalah saat mempelajari pemrograman web untuk pertama kali. Awalnya, saya kesulitan memahami dasar-dasarnya, tetapi setelah mencoba terus-menerus, saya berhasil membuat halaman web sederhana. Rasanya sangat menyenangkan.

Untuk memahami materi, saya biasanya memulai dengan membaca panduan dasar, kemudian langsung mempraktikkannya. Saya mencoba memahami konsep dengan memecahnya menjadi langkah-langkah kecil. Jika ada yang belum jelas, saya mencari penjelasan tambahan melalui video atau forum diskusi online.  


Saya menggunakan metode belajar berbasis proyek. Saya mencoba langsung membuat sesuatu yang sederhana, seperti aplikasi atau program kecil, sambil mempelajari teorinya. Metode ini membantu saya memahami materi lebih cepat karena saya belajar sambil praktik.  

Media yang paling sering saya gunakan adalah video tutorial dan artikel online. Video memudahkan saya memahami langkah-langkah secara visual, sedangkan artikel membantu saya mendalami teori. Keduanya sangat praktis dan mudah diakses kapan saja.  """
148,"""Saat TOT kami belajar tentang laravel untuk 10 hari, kami diajar sambil mempraktikan kodingan dan jika error kodingan tersebut dibetulkann oleh guru TOT

Cara saya memahami materi yaitu dengan mendengar, dan melihat sambil melakukan 

saya melihat dan mendengarkan materi yang diberikan sambil melakukan atau mempraktikan materi tersebut

video, karena saya bisa melihat dan mendengarkan materi sambil mempraktikan"""
